Name,Vac,Pso,Paco,Pdco,Vdco,C0,C1,C2,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high,CEC_Date,CEC_hybrid
Enphase Energy Inc : IQ7AS-66-E-US [208V],208,1.68215,292.909,304.017,40.5,-7.24E-05,2.42E-05,-0.0030221,-0.0168827,0.045,43,7.50659,38,43,09/01/2021,N
Enphase Energy Inc : IQ7AS-66-E-US [240V],240,1.80212,348.698,361.323,40.5,-5.76E-05,4.75E-06,0.00855034,-0.00969625,0.019,43,8.92155,38,43,09/01/2021,N
Enphase Energy Inc : IQ7GPLUS-72-2-US [240V],240,1.31248,298,307.159,37,-4.53E-05,-0.000752616,-0.042107,-0.0779671,0.03,45,8.30161,29,45,n/a,N
Enphase Energy Inc : IQ7HS-66-ACM-US [208V],208,1.7633,367,380.332,40.5,-6.84E-05,-0.000237151,-0.0106935,-0.0261868,0.05,43,9.39091,38,43,n/a,N
Enphase Energy Inc : IQ7HS-66-ACM-US [240V],240,1.69476,384,396.132,40.5,-4.91E-05,-0.000787873,-0.0110578,-0.0643947,0.06,43,9.78105,38,43,n/a,N
Enphase Energy Inc : IQ7HS-66-ACM-US-NM [208V],208,1.7633,367,380.332,40.5,-6.84E-05,-0.000237151,-0.0106935,-0.0261868,0.05,43,9.39091,38,43,n/a,N
Enphase Energy Inc : IQ7HS-66-ACM-US-NM [240V],240,1.69476,384,396.132,40.5,-4.91E-05,-0.000787873,-0.0110578,-0.0643947,0.06,43,9.78105,38,43,n/a,N
Enphase Energy Inc : IQ7HS-66-E-ACM-US [208V],208,1.7633,367,380.332,40.5,-6.84E-05,-0.000237151,-0.0106935,-0.0261868,0.05,43,9.39091,38,43,n/a,N
Enphase Energy Inc : IQ7HS-66-E-ACM-US [240V],240,1.69476,384,396.132,40.5,-4.91E-05,-0.000787873,-0.0110578,-0.0643947,0.06,43,9.78105,38,43,n/a,N
Enphase Energy Inc : IQ7HS-66-E-ACM-US-NM [208V],208,1.7633,367,380.332,40.5,-6.84E-05,-0.000237151,-0.0106935,-0.0261868,0.05,43,9.39091,38,43,n/a,N
Enphase Energy Inc : IQ7HS-66-E-ACM-US-NM [240V],240,1.69476,384,396.132,40.5,-4.91E-05,-0.000787873,-0.0110578,-0.0643947,0.06,43,9.78105,38,43,n/a,N
Enphase Energy Inc : IQ7HS-66-M-ACM-US [208V],208,1.7633,367,380.332,40.5,-6.84E-05,-0.000237151,-0.0106935,-0.0261868,0.05,43,9.39091,38,43,n/a,N
Enphase Energy Inc : IQ7HS-66-M-ACM-US [240V],240,1.69476,384,396.132,40.5,-4.91E-05,-0.000787873,-0.0110578,-0.0643947,0.06,43,9.78105,38,43,n/a,N
Enphase Energy Inc : IQ7HS-66-M-ACM-US-NM [208V],208,1.7633,367,380.332,40.5,-6.84E-05,-0.000237151,-0.0106935,-0.0261868,0.05,43,9.39091,38,43,n/a,N
Enphase Energy Inc : IQ7HS-66-M-ACM-US-NM [240V],240,1.69476,384,396.132,40.5,-4.91E-05,-0.000787873,-0.0110578,-0.0643947,0.06,43,9.78105,38,43,n/a,N
Enphase Energy Inc : IQ7HS-66-M-ACM-US-RMA [208V],208,1.7633,367,380.332,40.5,-6.84E-05,-0.000237151,-0.0106935,-0.0261868,0.05,43,9.39091,38,43,n/a,N
Enphase Energy Inc : IQ7HS-66-M-ACM-US-RMA [240V],240,1.69476,384,396.132,40.5,-4.91E-05,-0.000787873,-0.0110578,-0.0643947,0.06,43,9.78105,38,43,n/a,N
Enphase Energy Inc : IQ7PD-72-2-US [208V],208,1.31676,191,196.681,31,-5.51E-05,-0.000314269,-0.00926849,-0.108737,0.02,40,6.34454,22,40,n/a,N
Enphase Energy Inc : IQ7PD-72-2-US [240V],240,1.31514,191,196.446,31,-2.54E-05,-0.000484797,-0.0217568,-0.326728,0.02,40,6.33697,22,40,03/11/2021,N
Enphase Energy Inc : IQ7PD-84-2-US [208V],208,1.46551,211,217.787,40,-4.16E-05,0.000114774,0.00942464,-0.0373976,0.021,50,5.44466,31,50,n/a,N
Enphase Energy Inc : IQ7PD-84-2-US [240V],240,1.32642,211,216.702,40,-7.19E-06,0.000128436,0.00440669,-0.331976,0.022,50,5.41754,31,50,03/11/2021,N
Enphase Energy Inc : IQ7PLUS-72-2-US [208V],208,1.96319,290,300.847,36,-8.97E-05,-5.14E-05,0.0227865,-0.00605925,0.025,45,8.35687,27,45,09/01/2021,N
Enphase Energy Inc : IQ7PLUS-72-2-US [240V],240,1.8874,290,299.066,36,-6.58E-05,-0.000273767,0.0188955,-0.0278326,0.025,45,8.30738,27,45,09/01/2021,N
Enphase Energy Inc : IQ7PLUS-72-5-US [208V],208,1.96319,290,300.847,36,-8.97E-05,-5.14E-05,0.0227865,-0.00605925,0.025,45,8.35687,27,45,09/01/2021,N
Enphase Energy Inc : IQ7PLUS-72-5-US [240V],240,1.8874,290,299.066,36,-6.58E-05,-0.000273767,0.0188955,-0.0278326,0.025,45,8.30738,27,45,09/01/2021,N
Enphase Energy Inc : IQ7PLUS-72-ACM-US [208V],208,1.96319,290,300.847,36,-8.97E-05,-5.14E-05,0.0227865,-0.00605925,0.025,45,8.35687,27,45,09/01/2021,N
Enphase Energy Inc : IQ7PLUS-72-ACM-US [240V],240,1.8874,290,299.066,36,-6.58E-05,-0.000273767,0.0188955,-0.0278326,0.025,45,8.30738,27,45,09/01/2021,N
Enphase Energy Inc : IQ7PLUS-72-ACM-US-NM [208V],208,1.96319,290,300.847,36,-8.97E-05,-5.14E-05,0.0227865,-0.00605925,0.025,45,8.35687,27,45,09/01/2021,N
Enphase Energy Inc : IQ7PLUS-72-ACM-US-NM [240V],240,1.8874,290,299.066,36,-6.58E-05,-0.000273767,0.0188955,-0.0278326,0.025,45,8.30738,27,45,09/01/2021,N
Enphase Energy Inc : IQ7PLUS-72-E-ACM-US [208V],208,1.96319,290,300.847,36,-8.97E-05,-5.14E-05,0.0227865,-0.00605925,0.025,45,8.35687,27,45,09/01/2021,N
Enphase Energy Inc : IQ7PLUS-72-E-ACM-US [240V],240,1.8874,290,299.066,36,-6.58E-05,-0.000273767,0.0188955,-0.0278326,0.025,45,8.30738,27,45,09/01/2021,N
Enphase Energy Inc : IQ7PLUS-72-E-ACM-US-NM [208V],208,1.96319,290,300.847,36,-8.97E-05,-5.14E-05,0.0227865,-0.00605925,0.025,45,8.35687,27,45,09/01/2021,N
Enphase Energy Inc : IQ7PLUS-72-E-ACM-US-NM [240V],240,1.8874,290,299.066,36,-6.58E-05,-0.000273767,0.0188955,-0.0278326,0.025,45,8.30738,27,45,09/01/2021,N
Enphase Energy Inc : IQ7PLUS-72-E-US [208V],208,1.96319,290,300.847,36,-8.97E-05,-5.14E-05,0.0227865,-0.00605925,0.025,45,8.35687,27,45,09/01/2021,N
Enphase Energy Inc : IQ7PLUS-72-E-US [240V],240,1.8874,290,299.066,36,-6.58E-05,-0.000273767,0.0188955,-0.0278326,0.025,45,8.30738,27,45,09/01/2021,N
Enphase Energy Inc : IQ7PLUS-72-M-US [208V],208,1.96319,290,300.847,36,-8.97E-05,-5.14E-05,0.0227865,-0.00605925,0.025,45,8.35687,27,45,n/a,N
Enphase Energy Inc : IQ7PLUS-72-M-US [240V],240,1.8874,290,299.066,36,-6.58E-05,-0.000273767,0.0188955,-0.0278326,0.025,45,8.30738,27,45,n/a,N
Enphase Energy Inc : IQ7X-96-2-US [208V],208,1.9028,315,324.498,60,-6.41E-05,1.40E-05,-0.0843353,-0.0739157,0.021,64,5.4083,53,64,09/01/2021,N
Enphase Energy Inc : IQ7X-96-2-US [240V],240,1.29677,315,322.974,60,-2.78E-05,-2.59E-05,0.00348524,-0.0377815,0.021,64,5.38291,53,64,09/01/2021,N
Enphase Energy Inc : IQ7X-96-5-US [208V],208,1.9028,315,324.498,60,-6.41E-05,1.40E-05,-0.0843353,-0.0739157,0.021,64,5.4083,53,64,09/01/2021,N
Enphase Energy Inc : IQ7X-96-5-US [240V],240,1.29677,315,322.974,60,-2.78E-05,-2.59E-05,0.00348524,-0.0377815,0.021,64,5.38291,53,64,09/01/2021,N
Enphase Energy Inc : IQ7X-96-ACM-US [208V],208,1.9028,315,324.498,60,-6.41E-05,1.40E-05,-0.0843353,-0.0739157,0.021,64,5.4083,53,64,09/01/2021,N
Enphase Energy Inc : IQ7X-96-ACM-US [240V],240,1.29677,315,322.974,60,-2.78E-05,-2.59E-05,0.00348524,-0.0377815,0.021,64,5.38291,53,64,09/01/2021,N
Enphase Energy Inc : IQ7X-96-ACM-US-NM [208V],208,1.9028,315,324.498,60,-6.41E-05,1.40E-05,-0.0843353,-0.0739157,0.021,64,5.4083,53,64,09/01/2021,N
Enphase Energy Inc : IQ7X-96-ACM-US-NM [240V],240,1.29677,315,322.974,60,-2.78E-05,-2.59E-05,0.00348524,-0.0377815,0.021,64,5.38291,53,64,09/01/2021,N
Enphase Energy Inc : IQ7X-96-E-ACM-US [208V],208,1.9028,315,324.498,60,-6.41E-05,1.40E-05,-0.0843353,-0.0739157,0.021,64,5.4083,53,64,09/01/2021,N
Enphase Energy Inc : IQ7X-96-E-ACM-US [240V],240,1.29677,315,322.974,60,-2.78E-05,-2.59E-05,0.00348524,-0.0377815,0.021,64,5.38291,53,64,09/01/2021,N
Enphase Energy Inc : IQ7X-96-E-ACM-US-NM [208V],208,1.9028,315,324.498,60,-6.41E-05,1.40E-05,-0.0843353,-0.0739157,0.021,64,5.4083,53,64,09/01/2021,N
Enphase Energy Inc : IQ7X-96-E-ACM-US-NM [240V],240,1.29677,315,322.974,60,-2.78E-05,-2.59E-05,0.00348524,-0.0377815,0.021,64,5.38291,53,64,09/01/2021,N
Enphase Energy Inc : IQ7X-96-E-US [208V],208,1.9028,315,324.498,60,-6.41E-05,1.40E-05,-0.0843353,-0.0739157,0.021,64,5.4083,53,64,09/01/2021,N
Enphase Energy Inc : IQ7X-96-E-US [240V],240,1.29677,315,322.974,60,-2.78E-05,-2.59E-05,0.00348524,-0.0377815,0.021,64,5.38291,53,64,09/01/2021,N
Enphase Energy Inc : IQ7X-96-M-US [208V],208,1.9028,315,324.498,60,-6.41E-05,1.40E-05,-0.0843353,-0.0739157,0.021,64,5.4083,53,64,n/a,N
Enphase Energy Inc : IQ7X-96-M-US [240V],240,1.29677,315,322.974,60,-2.78E-05,-2.59E-05,0.00348524,-0.0377815,0.021,64,5.38291,53,64,n/a,N
Enphase Energy Inc : IQ7XS-96-2-US [208V],208,1.9028,315,324.498,60,-6.41E-05,1.40E-05,-0.0843353,-0.0739157,0.021,64,5.4083,53,64,09/01/2021,N
Enphase Energy Inc : IQ7XS-96-2-US [240V],240,1.29677,315,322.974,60,-2.78E-05,-2.59E-05,0.00348524,-0.0377815,0.021,64,5.38291,53,64,09/01/2021,N
Enphase Energy Inc : IQ7XS-96-5-US [208V],208,1.9028,315,324.498,60,-6.41E-05,1.40E-05,-0.0843353,-0.0739157,0.021,64,5.4083,53,64,09/01/2021,N
Enphase Energy Inc : IQ7XS-96-5-US [240V],240,1.29677,315,322.974,60,-2.78E-05,-2.59E-05,0.00348524,-0.0377815,0.021,64,5.38291,53,64,09/01/2021,N
Enphase Energy Inc : IQ7XS-96-ACM-US [208V],208,1.9028,315,324.498,60,-6.41E-05,1.40E-05,-0.0843353,-0.0739157,0.021,64,5.4083,53,64,09/01/2021,N
Enphase Energy Inc : IQ7XS-96-ACM-US [240V],240,1.29677,315,322.974,60,-2.78E-05,-2.59E-05,0.00348524,-0.0377815,0.021,64,5.38291,53,64,09/01/2021,N
Enphase Energy Inc : IQ7XS-96-ACM-US-NM [208V],208,1.9028,315,324.498,60,-6.41E-05,1.40E-05,-0.0843353,-0.0739157,0.021,64,5.4083,53,64,09/01/2021,N
Enphase Energy Inc : IQ7XS-96-ACM-US-NM [240V],240,1.29677,315,322.974,60,-2.78E-05,-2.59E-05,0.00348524,-0.0377815,0.021,64,5.38291,53,64,09/01/2021,N
Enphase Energy Inc : IQ7XS-96-ACM-US-RMA [208V],208,1.9028,315,324.498,60,-6.41E-05,1.40E-05,-0.0843353,-0.0739157,0.021,64,5.4083,53,64,09/01/2021,N
Enphase Energy Inc : IQ7XS-96-ACM-US-RMA [240V],240,1.29677,315,322.974,60,-2.78E-05,-2.59E-05,0.00348524,-0.0377815,0.021,64,5.38291,53,64,09/01/2021,N
Enphase Energy Inc : IQ7XS-96-E-ACM-US [208V],208,1.9028,315,324.498,60,-6.41E-05,1.40E-05,-0.0843353,-0.0739157,0.021,64,5.4083,53,64,09/01/2021,N
Enphase Energy Inc : IQ7XS-96-E-ACM-US [240V],240,1.29677,315,322.974,60,-2.78E-05,-2.59E-05,0.00348524,-0.0377815,0.021,64,5.38291,53,64,09/01/2021,N
Enphase Energy Inc : IQ7XS-96-E-ACM-US-NM [208V],208,1.9028,315,324.498,60,-6.41E-05,1.40E-05,-0.0843353,-0.0739157,0.021,64,5.4083,53,64,09/01/2021,N
Enphase Energy Inc : IQ7XS-96-E-ACM-US-NM [240V],240,1.29677,315,322.974,60,-2.78E-05,-2.59E-05,0.00348524,-0.0377815,0.021,64,5.38291,53,64,09/01/2021,N
Enphase Energy Inc : IQ7XS-96-E-US [208V],208,1.9028,315,324.498,60,-6.41E-05,1.40E-05,-0.0843353,-0.0739157,0.021,64,5.4083,53,64,09/01/2021,N
Enphase Energy Inc : IQ7XS-96-E-US [240V],240,1.29677,315,322.974,60,-2.78E-05,-2.59E-05,0.00348524,-0.0377815,0.021,64,5.38291,53,64,09/01/2021,N
Enphase Energy Inc : IQ8-60-2-US [240V],240,1.38323,242,250.332,32,-6.81E-05,-0.00109224,-0.0762359,-0.114759,0.033,40,7.82288,27,40,05/11/2022,N
Enphase Energy Inc : IQ8-60-M-US [240V],240,1.38323,242,250.332,32,-6.81E-05,-0.00109224,-0.0762359,-0.114759,0.033,40,7.82288,27,40,05/11/2022,N
Enphase Energy Inc : IQ8A-72-2-US [240V],240,1.31134,354,364.871,40.5,-4.94E-05,-0.000619865,-0.0160055,-0.0533348,0.028,45,9.00917,36,45,05/11/2022,N
Enphase Energy Inc : IQ8A-72-M-US [240V],240,1.31134,354,364.871,40.5,-4.94E-05,-0.000619865,-0.0160055,-0.0533348,0.028,45,9.00917,36,45,05/11/2022,N
Enphase Energy Inc : IQ8D-72-E-US [208V],208,2.88105,640,661.92,77.5,-3.81E-05,-0.000159144,-0.00534042,-0.0165631,2.75,95,8.5409,60,95,2/22/2022,N
Enphase Energy Inc : IQ8H-208-72-2-US [208V],208,1.29486,361,374.161,41.5,-6.38E-05,-0.000201454,0.00259687,-0.0228665,0.02,45,9.01592,38,45,05/11/2022,N
Enphase Energy Inc : IQ8H-208-72-M-US [208V],208,1.29486,361,374.161,41.5,-6.38E-05,-0.000201454,0.00259687,-0.0228665,0.02,45,9.01592,38,45,05/11/2022,N
Enphase Energy Inc : IQ8H-240-72-2-US [240V],240,1.22745,379,391.375,41.5,-4.71E-05,-0.000614973,-0.00313795,-0.0531002,0.028,45,9.43071,38,45,05/11/2022,N
Enphase Energy Inc : IQ8H-240-72-M-US [240V],240,1.22745,379,391.375,41.5,-4.71E-05,-0.000614973,-0.00313795,-0.0531002,0.028,45,9.43071,38,45,05/11/2022,N
Enphase Energy Inc : IQ8M-72-2-US [240V],240,1.1486,327,336.775,39,-3.89E-05,-0.000514087,-0.0216008,-0.0845452,0.028,45,8.63526,33,45,05/11/2022,N
Enphase Energy Inc : IQ8M-72-M-US [240V],240,1.1486,327,336.775,39,-3.89E-05,-0.000514087,-0.0216008,-0.0845452,0.028,45,8.63526,33,45,05/11/2022,N
Enphase Energy Inc : IQ8PLUS-72-2-US [240V],240,1.31248,298,307.159,37,-4.53E-05,-0.000752616,-0.042107,-0.0779671,0.03,45,8.30161,29,45,05/11/2022,N
Enphase Energy Inc : IQ8PLUS-72-M-US [240V],240,1.31248,298,307.159,37,-4.53E-05,-0.000752616,-0.042107,-0.0779671,0.03,45,8.30161,29,45,05/11/2022,N
Enphase Energy Inc : IQ8X-BAT-US [240V],240,4.99638,318,327.127,63,-9.02E-05,3.92E-06,0.00451508,-0.0100292,0.024,73.5,5.19249,52.5,73.5,10/11/2021,N
Enphase Energy Inc : IQ8X-BAT-US-NB [240V],240,4.99638,318,327.127,63,-9.02E-05,3.92E-06,0.00451508,-0.0100292,0.024,73.5,5.19249,52.5,73.5,10/11/2021,N
Enphase Energy Inc : S230-60-LL-x [208V],208,0.773997,220,227.135,32,-3.84E-05,0.000183875,-0.00788438,-0.0424842,0.051,37,7.09796,27,37,10/15/2018,N
Enphase Energy Inc : S230-60-LL-x [240V],240,0.636657,220,226.046,32,7.56E-06,0.000186038,-0.0403846,0.52793,0.051,37,7.06394,27,37,10/15/2018,N
Enphase Energy Inc : S280-60-LL-x [208V],208,1.16882,270,280.683,32,-6.49E-05,8.77E-05,-0.00681109,-0.0339385,0.051,37,8.77134,27,37,10/15/2018,N
Enphase Energy Inc : S280-60-LL-x [240V],240,1.04902,270,278.458,32,-3.76E-05,7.50E-05,-0.0128286,-0.0813535,0.062,37,8.70181,27,37,10/15/2018,N
Enphase Energy Inc : XACM-IQ7-LR6-60PB-300M [208V],208,1.79403,240,247.341,32,-8.96E-05,-6.13E-05,0.0321343,-0.00526442,0.025,37,7.72941,27,37,6/21/2021,N
Enphase Energy Inc : XACM-IQ7-LR6-60PB-300M [240V],240,1.84053,240,246.65,32,-6.82E-05,-0.000387713,0.0319504,-0.0336968,0.025,37,7.70781,27,37,6/21/2021,N
Enphase Energy Inc : XACM-IQ7-LR6-60PB-305M [208V],208,1.79403,240,247.341,32,-8.96E-05,-6.13E-05,0.0321343,-0.00526442,0.025,37,7.72941,27,37,6/21/2021,N
Enphase Energy Inc : XACM-IQ7-LR6-60PB-305M [240V],240,1.84053,240,246.65,32,-6.82E-05,-0.000387713,0.0319504,-0.0336968,0.025,37,7.70781,27,37,6/21/2021,N
Fronius International GmbH: Fronius Primo 10.0-1 208-240 [208V],208,36.2304,9995,10292.2,660,-4.28E-07,-2.93E-05,-0.000757629,-0.00278479,0.24,800,15.5942,100,800,03/01/2019,N
Fronius International GmbH: Fronius Primo 10.0-1 208-240 [240V],240,44.2769,9995,10296,655,-8.00E-07,-2.81E-05,-0.000619957,0.000286398,0.32,800,15.7191,100,800,03/01/2019,N
Fronius International GmbH: Fronius Primo 11.4-1 208-240 [208V],208,36.8573,11400,11743.9,660,-4.72E-07,-3.23E-05,-0.000729455,-0.00177511,0.24,800,17.7938,240,800,03/01/2019,N
Fronius International GmbH: Fronius Primo 11.4-1 208-240 [240V],240,49.1389,11400,11738.7,660,-6.68E-07,-3.28E-05,-0.000723615,-0.000765126,0.32,800,17.7859,240,800,03/01/2019,N
Fronius International GmbH: Fronius Primo 12.5-1 208-240 [208V],208,43.2976,12500,12891.6,665,-6.71E-07,-3.30E-05,-0.00141094,-0.00233539,0.24,800,19.3858,260,800,03/01/2019,N
Fronius International GmbH: Fronius Primo 12.5-1 208-240 [240V],240,45.21,12500,12866.7,660,-3.93E-07,-3.59E-05,-0.00148254,-0.00376868,0.32,800,19.495,260,800,03/01/2019,N
Fronius International GmbH: Fronius Primo 15.0-1 208-240 [208V],208,41.5046,13750,14180.4,680,-7.05E-07,-2.64E-05,-0.00128825,-0.00127064,0.24,800,20.8535,320,800,03/01/2019,N
Fronius International GmbH: Fronius Primo 15.0-1 208-240 [240V],240,55.7458,15000,15456.2,680,-7.60E-07,-2.76E-05,-0.000709219,-0.000288637,0.32,800,22.7297,320,800,03/01/2019,N
Fronius International GmbH: Fronius Primo 3.8-1 208-240 [208V],208,48.3722,3800,3910.19,650,-3.72E-06,-2.67E-05,0.000173807,0.000383712,0.41,800,6.01567,100,800,03/01/2019,N
Fronius International GmbH: Fronius Primo 3.8-1 208-240 [240V],240,53.2488,3800,3911.35,650,-3.14E-06,-2.96E-05,-4.80E-05,0.000276228,0.55,800,6.01747,100,800,03/01/2019,N
Fronius International GmbH: Fronius Primo 5.0-1 208-240 [208V],208,46.4406,5000,5139.9,650,-2.52E-06,-2.32E-05,2.80E-05,-3.96E-05,0.41,800,7.90755,100,800,03/01/2019,N
Fronius International GmbH: Fronius Primo 5.0-1 208-240 [240V],240,40.4138,5000,5130.29,660,-2.12E-06,-2.76E-05,-0.000426916,0.000107843,0.55,800,7.77316,100,800,03/01/2019,N
Fronius International GmbH: Fronius Primo 6.0-1 208-240 [208V],208,43.5807,6000,6168.1,660,-1.93E-06,-2.46E-05,-6.36E-05,-0.000382035,0.41,800,9.34561,100,800,03/01/2019,N
Fronius International GmbH: Fronius Primo 6.0-1 208-240 [240V],240,50.0694,6000,6164.9,660,-1.91E-06,-2.49E-05,-0.000198599,-0.000136111,0.55,800,9.34076,100,800,03/01/2019,N
Fronius International GmbH: Fronius Primo 7.6-1 208-240 [208V],208,31.0939,7600,7813,660,-1.57E-06,-2.62E-05,-0.000585176,-0.000648155,0.41,800,11.8379,100,800,03/01/2019,N
Fronius International GmbH: Fronius Primo 7.6-1 208-240 [240V],240,38.7693,7600,7802.58,660,-1.48E-06,-2.80E-05,-0.000607413,-0.000576395,0.55,800,11.8221,100,800,03/01/2019,N
Fronius International GmbH: Fronius Primo 8.2-1 208-240 [208V],208,36.5065,7900,8122.26,660,-1.84E-06,-2.43E-05,-0.00021285,-0.000189682,0.41,800,12.3064,100,800,03/01/2019,N
Fronius International GmbH: Fronius Primo 8.2-1 208-240 [240V],240,37.9417,8200,8417.25,660,-1.24E-06,-2.48E-05,-0.000605738,-0.000454246,0.55,800,12.7534,100,800,03/01/2019,N
Fronius International GmbH: Fronius Symo 10.0-3 208-240 [208V],208,31.868,9995,10341.3,370,-1.04E-06,-2.22E-05,-0.000357683,-0.000230614,0.81,480,27.9494,100,480,03/01/2019,N
Fronius International GmbH: Fronius Symo 10.0-3 208-240 [240V],240,31.868,9995,10341.3,370,-1.04E-06,-2.22E-05,-0.000357683,-0.000230614,0.8,480,27.9494,100,480,03/01/2019,N
Fronius International GmbH: Fronius Symo 10.0-3 480 [480V],480,64.1251,9995,10260.1,670,-2.75E-07,-2.26E-05,-0.000385046,0.00168874,0.86,800,15.3135,100,800,03/01/2019,N
Fronius International GmbH: Fronius Symo 12.0-3 208-240 [208V],208,24.779,12000,12525.2,350,-1.37E-06,-2.45E-05,0.00280863,-0.00147969,0.61,480,35.7863,300,480,03/01/2019,N
Fronius International GmbH: Fronius Symo 12.0-3 208-240 [240V],240,32.6128,12000,12455.2,370,-1.04E-06,-4.05E-05,-0.000971043,-0.00175859,0.81,480,33.6628,300,480,03/01/2019,N
Fronius International GmbH: Fronius Symo 12.5-3 480 [480V],480,45.951,12500,12811.7,685,-3.15E-07,-3.34E-05,-0.000974036,0.00240631,0.94,800,18.7032,350,800,03/01/2019,N
Fronius International GmbH: Fronius Symo 15.0-3 208 [208V],208,38.2588,15000,15578.8,445,-8.46E-07,3.00E-05,0.00227596,0.000423236,0.43,800,35.0086,325,800,03/01/2019,N
Fronius International GmbH: Fronius Symo 15.0-3 480 [480V],480,76.5365,15000,15389.6,685,-4.63E-07,-3.31E-05,-0.000815642,-0.000778404,1.03,800,22.4666,350,800,03/01/2019,N
Fronius International GmbH: Fronius Symo 17.5-3 480 [480V],480,65.6762,17500,17899.4,700,-2.70E-07,-3.38E-05,-0.00113653,0.000314369,1.03,800,25.5706,400,800,03/01/2019,N
Fronius International GmbH: Fronius Symo 20.0-3 480 [480V],480,62.4723,20000,20467.5,712,-2.30E-07,-3.36E-05,-0.0015626,-0.00134756,1.04,800,28.7464,450,800,03/01/2019,N
Fronius International GmbH: Fronius Symo 22.7-3 480 [480V],480,62.3069,22730,23259.6,720,-2.63E-07,-3.55E-05,-0.00189122,-0.0022622,1.03,800,32.305,500,800,03/01/2019,N
Fronius International GmbH: Fronius Symo 24.0-3 480 [480V],480,72.7439,24000,24573.5,725,-3.09E-07,-2.83E-05,-0.00112295,0.000545617,1.03,800,33.8945,500,800,03/01/2019,N
Fronius International GmbH: Fronius Symo Advanced 10.0-3 208-240 Lite [208V],208,27.4052,10011,10423.2,355,-1.29E-06,-1.58E-05,-0.00109171,-0.00306738,0.6,480,29.3612,300,480,n/a,N
Fronius International GmbH: Fronius Symo Advanced 10.0-3 208-240 Lite [240V],240,31.8956,10062,10424.5,370,-9.77E-07,-3.49E-05,-0.000536326,-0.000962467,0.8,480,28.1745,300,480,n/a,N
Fronius International GmbH: Fronius Symo Advanced 10.0-3 208-240 [208V],208,27.4052,10011,10423.2,355,-1.29E-06,-1.58E-05,-0.00109171,-0.00306738,0.6,480,29.3612,300,480,03/01/2019,N
Fronius International GmbH: Fronius Symo Advanced 10.0-3 208-240 [240V],240,31.8956,10062,10424.5,370,-9.77E-07,-3.49E-05,-0.000536326,-0.000962467,0.8,480,28.1745,300,480,03/01/2019,N
Fronius International GmbH: Fronius Symo Advanced 12.0-3 208-240 Lite [208V],208,26.0129,12341,12882.4,350,-1.35E-06,-2.45E-05,0.00283681,-0.00123787,0.61,480,36.8069,300,480,n/a,N
Fronius International GmbH: Fronius Symo Advanced 12.0-3 208-240 Lite [240V],240,32.1665,12090,12546.9,370,-9.88E-07,-3.90E-05,-0.00106095,-0.00167393,0.8,480,33.9106,300,480,n/a,N
Fronius International GmbH: Fronius Symo Advanced 12.0-3 208-240 [208V],208,26.0129,12341,12882.4,350,-1.35E-06,-2.45E-05,0.00283681,-0.00123787,0.61,480,36.8069,300,480,03/01/2019,N
Fronius International GmbH: Fronius Symo Advanced 12.0-3 208-240 [240V],240,32.1665,12090,12546.9,370,-9.88E-07,-3.90E-05,-0.00106095,-0.00167393,0.8,480,33.9106,300,480,03/01/2019,N
Fronius International GmbH: Fronius Symo Advanced 15.0-3 480 Lite [480V],480,76.3954,15197,15590.2,685,-4.30E-07,-3.38E-05,-0.000876799,-0.0013011,1,800,22.7594,350,800,n/a,N
Fronius International GmbH: Fronius Symo Advanced 15.0-3 480 [480V],480,76.3954,15197,15590.2,685,-4.30E-07,-3.38E-05,-0.000876799,-0.0013011,1,800,22.7594,350,800,03/01/2019,N
Fronius International GmbH: Fronius Symo Advanced 20.0-3 480 Lite [480V],480,85.7186,20227,20704.6,710,-2.79E-07,-3.25E-05,-0.000787704,-0.000800656,1,800,29.1614,450,800,n/a,N
Fronius International GmbH: Fronius Symo Advanced 20.0-3 480 [480V],480,85.7186,20227,20704.6,710,-2.79E-07,-3.25E-05,-0.000787704,-0.000800656,1,800,29.1614,450,800,03/01/2019,N
Fronius International GmbH: Fronius Symo Advanced 22.7-3 480 Lite [480V],480,61.8511,22876,23407.4,722,-2.51E-07,-3.36E-05,-0.00164467,-0.0009747,1,800,32.4202,500,800,n/a,N
Fronius International GmbH: Fronius Symo Advanced 22.7-3 480 [480V],480,61.8511,22876,23407.4,722,-2.51E-07,-3.36E-05,-0.00164467,-0.0009747,1,800,32.4202,500,800,03/01/2019,N
Fronius International GmbH: Fronius Symo Advanced 24.0-3 480 Lite [480V],480,70.708,24142,24717.7,722,-2.79E-07,-3.08E-05,-0.00104838,0.000411205,1,800,34.235,500,800,n/a,N
Fronius International GmbH: Fronius Symo Advanced 24.0-3 480 [480V],480,70.708,24142,24717.7,722,-2.79E-07,-3.08E-05,-0.00104838,0.000411205,1,800,34.235,500,800,03/01/2019,N
Fronius International GmbH: Primo GEN24 3.8 208-240 Plus [208V],208,26.9563,3805,3922.65,360,-3.04E-06,-2.32E-05,-0.00118809,-0.00104246,8.4,480,10.8962,200,480,n/a,Y
Fronius International GmbH: Primo GEN24 3.8 208-240 Plus [240V],240,27.8054,3802,3904.29,400,-2.43E-06,-3.35E-05,-0.0016737,-0.000169445,8.3,480,9.76072,200,480,n/a,Y
